Hovedkategori,Aktivitetskode,MET-værdi,Aktivitetsbeskrivelse (Dansk)
Gang,17349,3,"Gang, løbebånd, 3,2 - 3,9 km/t, 0% stigning"
Gang,17352,3.5,"Gang, løbebånd, 4,0 - 4,7 km/t, 0% stigning"
Gang,17355,3.8,"Gang, løbebånd, 4,8 - 5,5 km/t, 0% stigning"
Gang,17358,4.8,"Gang, løbebånd, 5,6 - 6,3 km/t, 0% stigning"
Gang,17361,5.8,"Gang, løbebånd, 6,4 - 7,1 km/t, 0% stigning"
Gang,17364,6.8,"Gang, løbebånd, 7,2 - 7,9 km/t, 0% stigning"
Gang,17367,8.3,"Gang, løbebånd, 8,0 - 8,9 km/t, 0% stigning"
Gang,17382,3.3,"Gang, løbebånd, ned ad bakke (3-12% fald), 4,5-5 km/t"
Gang,17412,3.3,"Gang, løbebånd, ned ad bakke (5-25% fald), 4,5 km/t, med Nordic walking-stave"
Gang,17434,4.8,"Gang, løbebånd, 4 km/t, 0% stigning, 5-20°C, 18,2 kg byrde"
Gang,17438,5.8,"Gang, løbebånd, 4 km/t, 0% stigning, -10 til 0°C, 18,2 kg byrde"
Gang,17455,8.3,"Gang, buet løbebånd, 4,8-8,0 km/t, rask tempo"
Gang,17475,7.8,"Gang, løbebånd, baglæns, 4 km/t, +10% stigning"
Gang,17492,1.5,"Gang, med rollator eller tøvende gang på løbebånd, 1,1 km/t, 0% stigning"
Vandaktiviteter,18010,2.5,"Sejle i motorbåd, fører"
Vandaktiviteter,18012,1.3,"Sejle i motorbåd, passager, let indsats"
Vandaktiviteter,18020,4,"Kanosejlads, på campingtur (Taylor-kode 270)"
Vandaktiviteter,18025,3.3,"Kanosejlads, høste vilde ris, slå ris af stråene"
Vandaktiviteter,18030,7,"Kanosejlads, bære kanoen over land (portage)"
Vandaktiviteter,18040,2.8,"Kanosejlads, roning, 3,2-6,3 km/t, let indsats"
Vandaktiviteter,18050,5.8,"Kanosejlads, roning, 6,4-9,5 km/t, moderat indsats"
Vandaktiviteter,18060,12.5,"Kanosejlads, roning, kajak, konkurrence, >9,7 km/t, hård indsats"
Vandaktiviteter,18070,3.5,"Kanosejlads, roning, fritid, generelt (Taylor-kode 250)"
Vandaktiviteter,18080,12,"Kanosejlads eller roning, konkurrence, hold/sculler (Taylor-kode 260)"
Vandaktiviteter,18090,3,Udspring fra vippe eller platform
Vandaktiviteter,18100,5,"Kajak, moderat indsats"
Vandaktiviteter,18104,13.5,"Kajak, konkurrence"
Vandaktiviteter,18106,9,"Kajak, slalom, fladt vand"
Vandaktiviteter,18110,4,Pedalbåd / vandcykel
Vandaktiviteter,18112,15.5,"Roning, simuleret hold i vandtank, én åre, 33 tag/min"
Vandaktiviteter,18114,15.5,"Roning, singlesculler, ergometer, høj fart (32+ tag/min, >16 km/t)"
Vandaktiviteter,18120,3,"Sejlsport, båd- og brætsejlads, windsurfing, isbåd, generelt (Taylor-kode 235)"
Vandaktiviteter,18130,4.5,"Sejlsport, konkurrence, generelt"
Vandaktiviteter,18132,9.3,"Sejlsport, konkurrence, hård indsats"
Vandaktiviteter,18140,3.3,"Sejlads i småbåd (Laser/Hobie Cat) eller kølbåd, havsejlads, fritid"
Vandaktiviteter,18142,2,"Sejlsport, jolle"
Vandaktiviteter,18150,6,Vandski eller wakeboard (Taylor-kode 220)
Vandaktiviteter,18160,7,"Jetski/vandscooter, kørsel i vand"
Vandaktiviteter,18180,15.8,"Fridykning/snorkling, højt tempo"
Vandaktiviteter,18190,11.8,"Fridykning/snorkling, moderat tempo"
Vandaktiviteter,18200,7,"Fridykning, SCUBA-dykning, generelt (Taylor-kode 310)"
Vandaktiviteter,18202,5.3,"SCUBA-dykning, generelt, let indsats"
Vandaktiviteter,18204,5.8,"SCUBA-dykning, generelt, moderat indsats"
Vandaktiviteter,18206,5.5,"SCUBA-dykning, professionel dykker"
Vandaktiviteter,18208,6.8,"SCUBA-dykning, fritidsdykker"
Vandaktiviteter,18210,5,Snorkling (Taylor-kode 320)
Vandaktiviteter,18220,3,"Surfing (bodyboard eller surfboard), generelt"
Vandaktiviteter,18221,6.8,"Surfboard, padling med armene"
Vandaktiviteter,18222,5,"Surfing, konkurrence"
Vandaktiviteter,18224,6.5,"Stand up paddle (SUP), generelt"
Vandaktiviteter,18225,2.8,"Stand up paddle (SUP), stående, 10-19 tag/min"
Vandaktiviteter,18226,3.8,"Stand up paddle (SUP), stående, 20-29 tag/min"
Vandaktiviteter,18227,5,"Stand up paddle (SUP), stående, 30-39 tag/min"
Vandaktiviteter,18228,9.8,"Stand up paddle (SUP), stående, 40-49 tag/min"
Vandaktiviteter,18229,11,"Stand up paddle (SUP), stående, 50-69 tag/min"
Vandaktiviteter,18230,9.8,"Svømme baner, freestyle, hurtigt, hård indsats"
Vandaktiviteter,18240,5.8,"Svømme baner, freestyle, langsomt, fritid"
Vandaktiviteter,18250,9.5,"Svømning, rygcrawl, træning eller konkurrence"
Vandaktiviteter,18255,4.8,"Svømning, rygcrawl, fritid"
Vandaktiviteter,18260,10.3,"Svømning, brystsvømning, generelt, træning eller konkurrence"
Vandaktiviteter,18265,5.3,"Svømning, brystsvømning, fritid"
Vandaktiviteter,18270,13.8,"Svømning, butterfly, generelt"
Vandaktiviteter,18280,10.5,"Svømning, crawl, højt tempo (~68 m/min), hård indsats"
Vandaktiviteter,18285,10.5,"Svømning, åbent vand, 5 km"
Vandaktiviteter,18290,8,"Svømning, crawl, medium tempo (~45 m/min), hård indsats"
Vandaktiviteter,18292,5.8,"Svømning, crawl, lavt tempo (~27-41 m/min), moderat indsats"
Vandaktiviteter,18294,14.5,"Svømning, crawl, elitesvømmere, konkurrence, >82 m/min"
Vandaktiviteter,18300,6,"Svømning, sø, hav eller å (Taylor-kode 280, 295)"
Vandaktiviteter,18310,6,"Svømning, fritid, ikke banesvømning, generelt"
Vandaktiviteter,18320,7,"Svømning, sidelæns svømning, generelt"
Vandaktiviteter,18330,8,Synkronsvømning
Vandaktiviteter,18340,9.8,"Træde vande, hurtigt, hård indsats"
Vandaktiviteter,18350,3.5,"Træde vande, moderat indsats, generelt"
Vandaktiviteter,18352,2.3,"Badering (tubing), flyde på en å/flod, generelt"
Vandaktiviteter,18355,5.5,"Vandaerobic, vandgymnastik, generelt"
Vandaktiviteter,18356,3.8,"Vandaerobic, styrkeøvelser i vand"
Vandaktiviteter,18358,7.5,"Vandaerobic, høj intensitet"
Vandaktiviteter,18360,10,Vandpolo
Vandaktiviteter,18365,3,Vand-volleyball
Vandaktiviteter,18366,9.8,"Vand-jogging, hård indsats"
Vandaktiviteter,18367,2.5,"Vand-gang, let indsats, langsomt tempo"
Vandaktiviteter,18368,4.8,"Vand-gang, moderat indsats, moderat tempo"
Vandaktiviteter,18369,6.8,"Vand-gang, hård indsats, rask tempo"
Vandaktiviteter,18370,5,"Riverrafting, kajak eller kano i vildtvand"
Vandaktiviteter,18374,6.5,"Vand-løb, 30 skridt/min, langsomt"
Vandaktiviteter,18375,7.5,"Vand-løb, 40 skridt/min, moderat"
Vandaktiviteter,18376,8.5,"Vand-løb, 50 skridt/min, hurtigt"
Vandaktiviteter,18377,9.8,"Vand-løb, 60 skridt/min, meget hurtigt"
Vandaktiviteter,18380,5,"Windsurfing, uden 'pumpning' for fart"
Vandaktiviteter,18385,11,"Windsurfing eller kitesurfing, krydse vand/prøve"
Vandaktiviteter,18390,14,"Windsurfing, konkurrence, pumper sejlet for fart"
Vandaktiviteter,18404,2.8,"Vandcykling (Aquatic cycling), 25W, 40-50 RPM"
Vandaktiviteter,18408,4.8,"Vandcykling (Aquatic cycling), 25W, 60-70 RPM"
Vandaktiviteter,18412,3.8,"Vandcykling (Aquatic cycling), 50W, 40-50 RPM"
Vandaktiviteter,18416,6,"Vandcykling (Aquatic cycling), 50W, 60-70 RPM"
Vandaktiviteter,18420,5,"Vandcykling (Aquatic cycling), 75W, 40-50 RPM"
Vandaktiviteter,18424,6.3,"Vandcykling (Aquatic cycling), 75W, 60-70 RPM"
Vandaktiviteter,18428,6.3,"Vandcykling (Aquatic cycling), 100W, 40-50 RPM"
Vandaktiviteter,18432,7.5,"Vandcykling (Aquatic cycling), 100W, 60-70 RPM"
Vandaktiviteter,18436,8.5,"Vandcykling (Aquatic cycling), 80-89 RPM"
Vandaktiviteter,18440,10.3,"Vandcykling (Aquatic cycling), 90+ RPM"
Vinteraktiviteter,19005,7.5,"Hundeslædekørsel, fører (mushing)"
Vinteraktiviteter,19006,2.5,"Hundeslædekørsel, passager"
Vinteraktiviteter,19010,6,"Flytte ishytte, sætte op / bore huller"
Vinteraktiviteter,19011,2,Isfiskeri
Vinteraktiviteter,19018,14,"Skøjteløb, isdans"
Vinteraktiviteter,19020,5.5,"Skøjteløb, 14,5 km/t eller derunder"
Vinteraktiviteter,19030,7,"Skøjteløb, generelt (Taylor-kode 360)"
Vinteraktiviteter,19040,9,"Skøjteløb, hurtigt, over 14,5 km/t (ikke konkurrence)"
Vinteraktiviteter,19045,9,"Skøjteløb på løbebånd, 9,7 - 11,1 km/t, 2% stigning"
Vinteraktiviteter,19046,10,"Skøjteløb på løbebånd, 11,3 - 12,7 km/t, 2% stigning"
Vinteraktiviteter,19047,10.5,"Skøjteløb på løbebånd, 12,9 - 14,3 km/t, 2% stigning"
Vinteraktiviteter,19048,11,"Skøjteløb på løbebånd, 14,5 - 15,9 km/t, 2% stigning"
Vinteraktiviteter,19050,13.8,"Hurtigløb på skøjter, konkurrence"
Vinteraktiviteter,19060,7,"Skihop, klatre op med ski"
Vinteraktiviteter,19075,7,"Skiløb, generelt"
Vinteraktiviteter,19080,6.8,"Skiløb, langrend, 4 km/t, langsom eller let indsats, 'skigang'"
Vinteraktiviteter,19090,8.5,"Skiløb, langrend, 6,4 - 7,9 km/t, moderat tempo og indsats, generelt"
Vinteraktiviteter,19100,11.3,"Skiløb, langrend, 8 - 12,7 km/t, rask tempo, hård indsats"
Vinteraktiviteter,19110,14,"Skiløb, langrend, eliteløber, >12,9 - 19,1 km/t, løb"
Vinteraktiviteter,19112,16,"Skiløb, langrend, 19 - 25,7 km/t, eliteløber, løb"
Vinteraktiviteter,19115,9.5,"Skiløb, langrend, højintensiv træning"
Vinteraktiviteter,19130,15.5,"Skiløb, langrend, hård sne, op ad bakke, maksimal indsats, randonee"
Vinteraktiviteter,19135,13.3,"Skiløb, langrend, skøjteteknik"
Vinteraktiviteter,19140,13.5,"Skiløb, skiskydning (biatlon), skøjteteknik"
Vinteraktiviteter,19142,12.8,"Skiskydningstræning, 5 graders stigning, 8 km/t, med/uden riffel"
Vinteraktiviteter,19144,12.8,"Skiskydningstræning, 5 graders stigning, 10,7 km/t, med/uden riffel"
Vinteraktiviteter,19146,9.3,"Skiløb, slalom"
Vinteraktiviteter,19150,4.3,"Skiløb, alpint/slalom eller snowboard, let indsats (kun aktiv tid)"
Vinteraktiviteter,19160,6.3,"Skiløb, alpint/slalom eller snowboard, moderat indsats (kun aktiv tid)"
Vinteraktiviteter,19170,8,"Skiløb, alpint/slalom eller snowboard, hård indsats (kun aktiv tid)"
Vinteraktiviteter,19174,7.3,"Skiløb, alpint, højintensiv træning"
Vinteraktiviteter,19180,7,"Kælkning, bobslæde, luge (Taylor-kode 370)"
Vinteraktiviteter,19190,5.3,"Sneskovandring, moderat indsats"
Vinteraktiviteter,19192,10,"Sneskovandring, hård indsats"
Vinteraktiviteter,19200,3.8,"Køre snescooter, moderat tempo, fladt terræn"
Vinteraktiviteter,19201,7.5,"Snowboard, fritid, moderat tempo, på bjerget"
Vinteraktiviteter,19202,2,"Snescooter, passager, let indsats"
Vinteraktiviteter,19252,5.3,"Sneskovlning, manuel, moderat indsats"
Vinteraktiviteter,19254,7.5,"Sneskovlning, manuel, hård indsats"
Vinteraktiviteter,19260,2.5,"Sneslynge, gå og skubbe"
Vinteraktiviteter,19300,12.5,"Rulleski, eliteløbere"
Vinteraktiviteter,19305,5.5,"Rulleski, 10 - 12,9 km/t, fladt terræn"
Vinteraktiviteter,19310,6.8,"Rulleski, 13 - 16,9 km/t, fladt terræn"
Vinteraktiviteter,19315,8.3,"Rulleski, 17 - 19,9 km/t, fladt terræn"
Vinteraktiviteter,19320,10.5,"Rulleski, 20 - 23,9 km/t, fladt terræn"
Vinteraktiviteter,19325,15,"Rulleski, 24 - 27,9 km/t, fladt terræn"
Vinteraktiviteter,19330,12.5,"Rulleski, 10-15 km/t, 2-5 graders stigning"
Vinteraktiviteter,19335,14.3,"Rulleski, 16-22 km/t, 2-5 graders stigning"
Vinteraktiviteter,19340,12.3,"Rulleski, 6-9 km/t, 6-10 graders stigning"
Vinteraktiviteter,19345,16,"Rulleski, >10 km/t, 6-10 graders stigning"
Vinteraktiviteter,19400,9,"Bjergbestigning, nedstigning, gå ned med reb"
Vinteraktiviteter,19405,10.3,"Bjergbestigning, nedstigning eller langrend"
Religiøse aktiviteter,20000,1,"Sidde i kirke til gudstjeneste/ceremoni, sidde stille"
Religiøse aktiviteter,20001,2,Sidde og spille et instrument i kirken
Religiøse aktiviteter,20005,1.8,"Sidde i kirke, tale eller synge til ceremoni, siddende, aktiv deltagelse"
Religiøse aktiviteter,20010,1.5,Sidde og læse religiøst materiale derhjemme
Religiøse aktiviteter,20015,1.3,"Stå stille i kirke, deltage i ceremoni"
Religiøse aktiviteter,20020,2,"Stående, synge i kirke, deltage i ceremoni, aktiv deltagelse"
Religiøse aktiviteter,20025,1.3,"Knæle i kirke eller derhjemme, bede"
Religiøse aktiviteter,20030,1.3,"Stå op, tale i kirken"
Religiøse aktiviteter,20035,2,Gå rundt i kirken
Religiøse aktiviteter,20036,2,"Gang, under 3,2 km/t, meget langsomt"
Religiøse aktiviteter,20037,3.8,"Gang, 4,5 - 5,5 km/t, moderat tempo, bærer ikke på noget"
Religiøse aktiviteter,20038,4.8,"Gang, 5,6 - 6,3 km/t, rask tempo, bærer ikke på noget"
Religiøse aktiviteter,20039,2,"Kombineret gang/stående, kirketjener/bedemand"
Religiøse aktiviteter,20040,5,"Lovsangs-dans eller løb, spirituel dans i kirke"
Religiøse aktiviteter,20045,2.3,Servere mad i kirken
Religiøse aktiviteter,20046,2,Tilberede mad i kirken
Religiøse aktiviteter,20047,3.3,"Opvask, rengøring af køkken i kirken"
Religiøse aktiviteter,20050,1.5,Spise i kirken
Religiøse aktiviteter,20055,2,Spise/tale i kirke eller stå og spise
Religiøse aktiviteter,20060,3.3,Rengøring af kirke
Religiøse aktiviteter,20061,4,Almindeligt udendørsarbejde ved kirke
Religiøse aktiviteter,20065,3.8,"Stående, moderat indsats (f.eks. tunge løft, hurtig montering)"
Religiøse aktiviteter,20095,4.5,"Stående, moderat til tung indsats, manuelt arbejde, løft ≥22 kg, tung vedligeholdelse"
Religiøse aktiviteter,20100,1.3,"Tastaturarbejde, computer"
Frivilligt arbejde,21000,1.3,"Siddende, møde, generelt og/eller inkl. tale"
Frivilligt arbejde,21005,1.5,"Siddende, let kontorarbejde, generelt"
Frivilligt arbejde,21010,2.5,"Siddende, moderat arbejde"
Frivilligt arbejde,21015,1.8,"Stående, let arbejde (arkivering, tale, let montering)"
Frivilligt arbejde,21016,2,"Siddende, børnepasning (kun aktiv tid)"
Frivilligt arbejde,21017,3.5,"Stående, børnepasning (kun aktiv tid)"
Frivilligt arbejde,21018,3.5,"Gå/løbe, lege med børn, moderat (kun aktiv tid)"
Frivilligt arbejde,21019,5.8,"Gå/løbe, lege med børn, høj intensitet (kun aktiv tid)"
Frivilligt arbejde,21020,3.3,"Stående, let/moderat arbejde (f.eks. pakke kasser, opstille stole/møbler)"
Frivilligt arbejde,21025,3.5,"Stående, moderat indsats (f.eks. løft på 22 kg, hurtig montering)"
Frivilligt arbejde,21030,4.5,"Stående, moderat til tungt arbejde"
Frivilligt arbejde,21035,1.3,"Tastaturarbejde, computer"
Frivilligt arbejde,21040,2.3,"Gang, under 3,2 km/t, meget langsomt"
Frivilligt arbejde,21045,3.8,"Gang, 4,5 - 5,5 km/t, moderat tempo, bærer ikke på noget"
Frivilligt arbejde,21050,4.8,"Gang, 5,6 - 6,3 km/t, rask tempo, bærer ikke på noget"
Frivilligt arbejde,21055,3.5,"Gang, 4 km/t, langsomt, bære genstande under 11 kg"
Frivilligt arbejde,21060,4.5,"Gang, 4,8 km/t, moderat tempo, bære genstande under 11 kg eller skubbe noget"
Frivilligt arbejde,21065,4.5,"Gang, 5,6 km/t, rask tempo, bære genstande under 11 kg"
Frivilligt arbejde,21070,3,Kombineret gang og stående ifm. frivilligt arbejde
Computerspil / Videospil,22040,1.3,"Siddende, videospil med håndholdt controller (inaktiv)"
Computerspil / Videospil,22120,1.5,Videospil med håndholdt controller (let indsats)
Computerspil / Videospil,22160,2.3,"Videospil, let indsats (Wii Fit, yoga, bowling osv.)"
Computerspil / Videospil,22200,3,"Aktivt videospil, bevægelsessensor/brug af overkrop (let til moderat indsats)"
Computerspil / Videospil,22240,4,"Aktivt videospil, bevægelsessensor/brug af hele kroppen (moderat indsats)"
Computerspil / Videospil,22280,5,"Aktivt videospil, bevægelsessensor/brug af hele kroppen (moderat til hård indsats)"
Computerspil / Videospil,22320,7.5,"Aktivt videospil, bevægelsessensor/brug af hele kroppen, exergames/dans (hård indsats)"
Computerspil / Videospil,22360,9.8,"Kondition/træning i virtual reality (VR-fitness), høj intensitet"
